taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred
Platyglanis_depierrei	1	1	2	2
Pseudolaguvia_shawi	1	1	2	2
Chrysichthys_sianenna	1	1	2	2
Bagrus_docmak	1	1	2	2
Tetraodontiformes	?	?	?	?
Clupeidae	1	?	1	?
Notogoneus_osculus	1	1	2	1
Chiloglanis_occidentalis	1	1	2	2
Lampriformes	?	?	?	?
Loricariinae_sp._(Friel_1994)	1	?	2	?
Heterotis	1	1	2	2
Proaracana_dubia	?	0	?	0
Trachinocephalus_myops	1	1	2	2
Ammodytidae	1	?	1	?
Remora_osteochir	1	1	2	2
Doumea_alula	1	1	2	2
Aspredo_aspredo	1	1	2	2
Cyttopsis_rosea	1	1	2	2
Bagrichthys_macracanthus	1	1	2	2
Callichthys_callichthys	1	1	2	2
Ctenolucius_hujeta	1	1	2	2
Homaloptera_smithi	1	1	2	2
Sorubim_lima	1	1	2	2
Rhamdia_guatemalensis	?	1	?	2
Pangasius_sanitwongsei	?	1	?	2
Chrysichthys_cranchii	1	1	2	2
Zenopsis_nebulosa	1	1	2	2
Chiloglanis_sp._F_(Vigliotta_2008)	1	1	2	2
Bagarius_yarrelli	1	1	2	2
Hoplosternum_littorale	1	1	2	2
Liobagrus_andersoni	1	?	2	?
Thymallus_arcticus	1	1	2	2
Humbertia_sp._(Arratia_1999)	1	1	2	2
Sciades_troschelii	1	1	2	2
Auchenoglanis_biscutatus	1	1	2	2
Neoarius_berneyi	1	1	2	2
Ernstichthys_sp._(de_Pinna_1993)	?	1	?	2
Batasio_tengana	1	1	2	2
Pholidophorus_bechei	1	1	2	2
Zenopsis_conchifer	1	1	2	2
Parakysis_anomalopteryx	1	1	2	2
Lophiobagrus_brevispinis	1	1	2	2
Mystus_montanus	1	1	2	2
Mystus_tengara	1	1	2	2
Chiloglanis_sp._E_(Vigliotta_2008)	1	1	2	2
Scopelosaurus_argenteus	1	1	2	2
Noturus_insignis	1	1	2	2
Gordichthys	1	1	2	2
Olyra_longicaudata	1	1	2	2
Rhamdia_quelen	1	1	2	2
Oncorhynchus_clarkii	1	1	2	1
Annamia_normani	1	1	2	2
Gagata_gagata	1	1	2	2
Microsynodontis_christyi	?	1	?	2
Ipnops_meadi	1	1	2	2
Bothus_ocellatus	?	1	?	2
Rita_gogra	1	1	2	2
Halosauridae	?	1	?	1
Wertheimeria_maculata	?	1	?	2
Grasseichthys_gabonensis	1	1	2	1
Rosenblattichthys_hubbsi	1	1	2	2
Brachyrhamdia_imitator	1	1	2	2
Gnathocharax_steindachneri	1	?	2	?
Pelteobagrus_intermedius	1	1	2	2
Moenkhausia_lepidura	1	?	2	?
Sundadanio_axelrodi	1	?	2	?
Synodontis_njassae	1	1	2	2
Dactylopterus_volitans	?	1	?	2
Trichiuridae	?	?	?	?
Saurida_normani	1	1	2	2
Bunocephalus_sp._(de_Pinna_1993)	?	1	?	2
Corydoras_julii	1	1	2	2
Papyrocranus_afer	1	0	1	0
Lamprogrammus_fragilis	1	0	1	0
Bagrus_meridionalis	1	1	2	2
Exallodontus_aguanai	?	1	?	2
Cobitis_striata	1	1	2	2
Clarias_fuscus	?	1	?	2
Hemibagrus_hainanensis	1	1	2	2
Oligosarcus_argenteus	1	?	2	?
Forbesichthys_agassizii	1	0	1	0
Xyliphius_melanopterus	1	1	2	2
Synodontis_victoriae	1	1	2	2
Siphonognathus_argyrophanes	1	0	1	0
Tyttocharax_madeirae	?	1	?	2
Anduzedoras_oxyrhynchus	?	1	?	2
Pseudomystus_leiacanthus	1	1	2	2
Corydoras_rabauti	1	1	2	2
Schistura_fowleriana	1	1	2	2
Pseudobagrus_vachellii	1	1	2	2
Astroblepus_sp._(de_Pinna_1993)	?	1	?	2
Glanidium_albescens	1	1	2	2
Chionodraco_rastrospinosus	1	1	2	2
Gonorynchiformes	1	1	2	1
Oryzias_orthognathus	1	1	2	2
Chaca_burmensis	1	1	2	2
Pterygoplichthys_sp._(de_Pinna_1993)	?	1	?	2
Lycenchelys_nanospinata	?	0	?	0
Nedystoma_dayi	1	1	2	2
Sciades_felis	1	1	2	2
Aspidoras_pauciradiatus	?	1	?	2
Clarias_sp._(de_Pinna_1993)	?	1	?	2
Neocyttus_rhomboidalis	1	1	2	2
Pseudobagrus_taeniatus	1	1	2	2
Chrysichthys_ansorgii	1	1	2	2
Lignobrycon_myersi	1	?	2	?
Ladigesia_roloffi	1	1	2	2
Synodontis_albolineata	1	1	2	2
Heterobranchus_longifilis	1	1	2	2
Synodontis_nigriventris	1	1	2	2
Helicophagus_waandersii	?	1	?	2
Nannostomus_unifasciatus	1	1	2	2
Yunnanilus_pleurotaenia	1	1	2	2
Euchilichthys_sp._C_(Vigliotta_2008)	1	1	2	2
Esox_lucius	1	1	2	2
Hassar_orestis	1	1	2	2
Esox_americanus	1	1	2	2
Thrissops_regleyi	1	1	2	2
Macroparalepis_affinis	1	1	2	2
Chiloglanis_polypogon	1	1	2	2
Pseudochaenichthys_georgianus	1	1	2	2
Chaca_chaca	1	1	2	2
Corydoras_robineae	?	1	?	2
Xenurobrycon_heterodon	?	1	?	2
Gephyroglanis_congicus	1	1	2	2
Gogo_brevibarbis	1	1	2	2
Wallago_attu	?	1	?	2
Roeboides_sp._B_(Lucena_and_Menezes_1998)	1	?	2	?
Hara_hara	1	1	2	2
Engraulis_sp._(Arratia_1999)	1	1	2	2
Nemacheilus_insignis	1	1	2	2
Liposarcus_sp._(Friel_1994)	1	?	2	?
Pseudobagrus_longirostris	1	1	2	2
Saurida_brasiliensis	1	1	2	2
Ictalurus_balsanus	1	1	2	2
Vitiaziella_cubiceps	1	0	1	0
Lefua_costata	1	1	2	2
Omosudis_lowii	1	1	2	2
Sturisoma_sp._(Friel_1994)	1	?	2	?
Pardiglanis_tarabinii	1	1	2	2
Remorina_albescens	1	1	2	2
Oreoglanis_siamensis	1	1	2	2
Notoglanidium_pallidum	1	1	2	2
Thymallus_thymallus	1	1	2	2
Pimelodus_pictus	1	1	2	2
Cynopotamus_tocantinensis	1	?	2	?
Synodontis_granulosa	1	1	2	2
Silonia_silondia	1	1	2	2
Allocyttus_niger	1	1	2	2
Oryzias_javanicus	1	1	2	2
Anaethalion_sp._(Arratia_1999)	1	1	2	2
Heterobranchus_bidorsalis	1	1	2	2
Thrissops_cf._T._formosus_(Arratia_1999)	1	1	2	2
Chrysichthys_wagenaari	1	1	2	2
Doumea_thysi	?	1	?	2
Synodontis_clarias	1	1	2	2
Chrysichthys_punctatus	1	1	2	2
Hemisorubim_platyrhynchos	1	1	2	2
Charax_stenopterus	1	?	2	?
Naso_unicornis	1	1	2	2
Echeneis_neucratoides	1	1	2	2
Pseudotrichonotus_altivelis	1	1	2	2
Xyliphius_lepturus	1	?	2	?
Paramphilius_firestonei	?	1	?	2
Pseudotriacanthus_strigilifer	1	1	2	1
Chrysichthys_persimilis	1	1	2	2
Chaenocephalus_aceratus	1	1	2	2
Gelanoglanis_stroudi	1	1	2	2
Trachelyopterus_galeatus	1	1	2	2
Pachythrissops_vectensis	1	1	2	2
Hemibagrus_wyckioides	1	1	2	2
Parasudis_truculenta	1	1	2	2
Silurichthys_phaiosoma	1	1	2	2
Oxyropsis_sp._(de_Pinna_1993)	?	1	?	2
Benthalbella_dentata	1	1	2	2
Helogenes_marmoratus	1	1	2	2
Hydrolycus_scomberoides	1	1	2	2
Oncorhynchus_mykiss	1	1	2	2
Aetapcus	1	0	1	0
Ascalabos_voithii	1	1	2	2
Pseudobagrus_tenuifurcatus	1	1	2	2
Parakysis_verrucosus	1	1	2	2
Corydoras_garbei	1	?	2	?
Orthogonikleithrus_hoelli	1	1	2	2
Hara_jerdoni	1	1	2	2
Zaireichthys_rotundiceps	1	1	2	2
Gambusia_vittata	?	1	?	2
Alepisaurus	1	1	2	2
Parauchenoglanis_ngamensis	1	1	2	2
Aplocheilidae	1	?	2	?
Mystus_bocourti	1	1	2	2
Chrysichthys_grandis	1	1	2	2
Parauchenoglanis_longiceps	1	1	2	2
Retropinnidae	1	?	2	?
Austroglanis_barnardi	1	1	2	2
Sciades_proops	1	1	2	2
Chlorophthalmus_agassizi	1	1	2	2
Glyptothorax_trilineatus	1	1	2	2
Parailia_pellucida	1	1	2	2
Glyptothorax_fokiensis	1	1	2	2
Oryzias_carnaticus	1	1	2	2
Brochis_multiradiatus	1	1	2	2
Pimelodella_australis	1	1	2	2
Hoplomyzon_atrizona	1	?	2	?
Microglanis_poecilus	1	1	2	2
Xyliphius_kryptos	1	?	2	?
Orthrias_tigris	1	1	2	2
Oryzias_mekongensis	1	1	2	2
Chrysichthys_platycephalus	1	1	2	2
Triportheus_guentheri	1	?	2	?
Chrysichthys_longipinnis	1	1	2	2
Mystus_pelusius	1	1	2	2
Erethistes_pusillus	1	1	2	2
Chasmocranus_lopezi	1	1	2	2
Amphilius_brevis	1	1	2	2
Ictalurus_sp._(Fink_and_Fink_1981)	1	1	2	1
Belonoglanis_tenuis	1	1	2	2
Hemibagrus_punctatus	1	1	2	2
Ailia_coila	1	1	2	2
Cyttus_australis	1	1	2	2
Pimelodella_sp._B_(Bockmann_1998)	1	1	2	2
Zaireichthys_zonatus	?	1	?	2
Cetopsidium_morenoi	1	1	2	2
Sawbwa_resplendens	1	?	2	?
Pollachius_virens	?	1	?	2
Prietella_phreatophila	1	1	2	2
Bagarius_bagarius	1	1	2	2
Phreatobius_cisternarum	1	1	2	2
Lycoptera_davidi_cf._L._tokunagai_(Arratia_1999)	?	1	?	2
Genus_7_sp._(Bockmann_1998)	1	1	2	2
Speoplatyrhinus_poulsoni	1	0	1	0
Trachyglanis_minutus	1	1	2	2
Harpadon_nehereus	1	1	2	2
Astroblepus_grixalvii	1	1	2	2
Atopochilus_savorgnani	1	1	2	2
Oryzias_nigrimas	1	1	2	2
Pseudobagrus_pratti	1	1	2	2
Hypostomus_sp._(de_Pinna_1993)	?	1	?	2
Mystus_keletius	1	1	2	2
Ompok_bimaculatus	1	1	2	2
Chrysichthys_ornatus	1	1	2	2
Chirocentrodon_bleekerianus	?	1	?	1
Clarias_anguillaris	?	1	?	2
Porochilus_argenteus	?	1	?	2
Varasichthys_ariasi	1	1	2	2
Pseudobagrus_microps	1	1	2	2
Amphilius_atesuensis	1	1	2	2
Noturus_flavus	1	1	2	2
Synodontis_schall	1	1	2	2
Noturus_stigmosus	1	1	2	2
Amaralia_hypsiura	1	1	2	2
Malapterurus_microstoma	1	1	2	2
Polymixia_lowei	1	1	2	2
Triacanthidae	1	1	2	2
Neoarius_pectoralis	1	1	2	2
Parahollardia_lineata	1	1	2	1
Cobitis_taenia	1	1	2	2
Anaspidoglanis_macrostomus	1	1	2	2
Charax_pauciradiatus	1	1	2	2
Trogloglanis_pattersoni	1	1	2	2
Boulengerella_cuvieri	1	1	2	2
Bunocephalus_aleuropsis	1	?	2	?
Diplomystes_chilensis	1	1	2	1
Gagata_sp._(de_Pinna_1993)	?	1	?	2
Amblydoras_sp._(Friel_1994)	1	?	2	?
Roestes_ogilviei	1	1	2	2
Alepisaurus_brevirostris	1	1	2	2
Ageneiosus_inermis	1	1	2	2
Paralepis_coregonoides	1	1	2	2
cf._Arius_macrorhynchus_(Kailola_2004)	1	1	2	2
Parailia_spiniserrata	?	1	?	2
Ernstichthys_anduzei	1	?	2	?
Chrysichthys_johnelsi	1	1	2	2
Tatia_sp._(de_Pinna_1993)	?	1	?	2
Laides_hexanema	1	1	2	2
Megalonema_xanthum	?	1	?	2
Cetopsis_motatanensis	1	1	2	2
Neopagetopsis_ionah	1	1	2	2
Lepidogalaxiidae	1	?	2	?
Bunocephalus	1	1	2	1
Synodontis_depauwi	?	1	?	2
Bathysauropsis_malayanus	1	1	2	2
Microsynodontis_batesii	1	1	2	2
Sciades_dowii	1	1	2	2
Aphredoderus_sayanus	?	1	?	2
Hoplomyzon_papillatus	1	?	2	?
Hoplias_malabaricus	1	1	2	1
Amphilius_platychir	?	1	?	2
Chiloglanis_batesii	1	1	2	2
Metavelifer	1	1	2	2
Neoarius_taylori	1	1	2	2
Leiocassis_sp._(Mo_1991)	1	1	2	2
Malapterurus_monsembeensis	1	1	2	2
Diplomystes_camposensis	1	1	2	1
Scopaeocharax_rhinodus	?	1	?	2
Clarias_teijsmanni	?	1	?	2
Culaea_inconstans	1	1	2	2
Cephalocassis_borneensis	1	1	2	2
Neoarius_coatesi	1	1	2	2
Chiloglanis_congicus	1	1	2	2
Charitosomous_lineolatus	1	1	2	1
Pseudauchenipterus_nodosus	1	1	2	2
Xenurobrycon_polyancistrus	?	1	?	2
Hoplomyzon_sp._(Friel_1994)	1	?	2	?
Synodontis_acanthomias	1	1	2	2
Auchenoglanis_occidentalis	1	1	2	2
Synodontis_haugi	1	1	2	2
Pseudeutropius_mitchelli	1	1	2	2
Cynodon_gibbus	1	1	2	2
Aracanidae	1	1	2	2
Phtheirichthys_lineatus	1	1	2	2
Rita_rita	1	1	2	2
Neotropius_khavalchor	1	1	2	2
Vandellia_sp._(Fink_and_Fink_1981)	1	1	2	1
Nothobranchiidae	1	?	2	?
Ictalurus_punctatus	1	1	2	2
Macrurocyttus_acanthopodus	1	1	2	2
Pseudeutropius_brachypopterus	1	1	2	2
Malapterurus_beninensis	1	1	2	2
Brachyrhamdia_heteropleura	1	1	2	2
Acestrorhynchus_nasutus	1	1	2	2
Hoplomyzon_n._sp._(Friel_1994)	1	?	2	?
Exostoma_labiatum	1	1	2	2
Phractura_scaphyrhynchura	?	1	?	2
Odontostomops_normalops	1	1	2	2
Oreoglanis_delacouri	1	1	2	2
Mystus_armatus	1	1	2	2
Oryzias_marmoratus	1	1	2	2
Chiloglanis_macropterus	1	1	2	2
Kneria_auriculata	?	1	?	1
Pagetopsis_macropterus	1	1	2	2
Spinachia_spinachia	1	1	2	2
Hemigrammopetersius_barnardi	1	1	2	2
Phractura_sp._(Vigliotta_2008)	1	1	2	2
Bathysauropsis_gracilis	1	1	2	2
Iksookimia_koreensis	1	1	2	2
Amaralia_n._sp._(Friel_1994)	1	?	2	?
Cobitis_takatsuensis	1	1	2	2
Oryzias_dancena	1	1	2	2
Phractura_clauseni	?	1	?	2
Tetracamphilius_notatus	1	1	2	2
Pseudomystus_fuscus	?	1	?	2
Cryodraco_atkinsoni	?	1	?	2
Potamarius_nelsoni	?	1	?	2
Pterobunocephalus_dolichurus	1	?	2	?
Lestidium_atlanticum	1	1	2	2
Euchilichthys_sp._B_(Vigliotta_2008)	1	1	2	2
Pangasius_pangasius	1	1	2	2
Parachiloglanis_hodgarti	1	?	2	?
Austroglanis_sclateri	1	1	2	2
Brustiarius_solidus	1	1	2	2
Saurida_undosquamis	1	1	2	2
Hiodon_tergisus	1	1	2	2
Zeugopterus_punctatus	1	1	2	2
Tharsis_dubius	1	1	2	2
Schilbe_congensis	1	1	2	2
Corydoras_bondi	1	1	2	2
Exostoma_sp._(de_Pinna_1993)	?	1	?	2
Cochlefelis_insidiator	1	1	2	2
Porochilus_obbesi	?	1	?	2
Anaethalion_cf._A._subovatus_(Arratia_1999)	1	1	2	2
Oryzias_curvinotus	1	1	2	2
Pseudobagrus_aurantiacus	1	1	2	2
Nemapteryx_armiger	1	1	2	2
Myctophum_obtusirostre	1	1	2	2
Lycoptera_cf._L._sinensis_(Arratia_1999)	?	1	?	2
Oryzias_pectoralis	1	1	2	2
Nanobagrus_armatus	?	1	?	2
Pseudobagrus_truncatus	1	1	2	2
Coryphaena_hippurus	1	1	2	2
Pseudopimelodus_schultzi	1	?	2	?
Breitensteinia_insignis	1	1	2	2
Lestrolepis_intermedia	1	1	2	2
Imparfinis_sp._B_(Bockmann_1998)	1	1	2	2
Microsynodontis_sp._(Vigliotta_2008)	1	1	2	2
Imparfinis_sp._(de_Pinna_1993)	?	1	?	2
Pterocryptis_cochinchinensis	?	1	?	2
Strongylura_marina	?	1	?	2
Clarias_nieuhofii	?	1	?	2
Kryptopterus_bicirrhis	?	1	?	2
Chiloglanis_deckenii	?	1	?	2
Wallago_sp._(Mo_1991)	1	1	2	2
Akysis_sp._(de_Pinna_1993)	?	1	?	2
Pseudobunocephalus_iheringii	1	?	2	?
Chrysichthys_brevibarbis	1	1	2	2
Chaetostoma_anomalum	1	1	2	2
Neoplecostomus_sp._(de_Pinna_1993)	?	1	?	2
Parazen_pacificus	1	1	2	2
Leiocassis_doriae	1	1	2	2
Engraulis_encrasicolus	1	1	2	2
Myoglanis_sp._(Bockmann_1998)	1	1	2	2
Pareutropius_debauwi	1	1	2	2
Pachythrissops_propterus	1	1	2	2
Nematistius_pectoralis	1	1	2	2
Kneria_wittei	1	1	2	1
Cetopsorhamdia_sp._n._C_(Bockmann_1998)	1	1	2	2
Profundulidae	1	?	2	?
Corydoras_sp._(de_Pinna_1993)	?	1	?	2
Silurus_asotus	1	1	2	2
Euchilichthys_royauxi	1	1	2	2
Pseudobunocephalus_sp._(Friel_1994)	1	?	2	?
Bagrichthys_macropterus	1	1	2	2
Chrysichthys_walkeri	1	1	2	2
Ameiurus_catus	1	1	2	2
Adrianichthys_kruyti	1	1	2	2
Pangio_kuhlii	1	1	2	2
Brachyrhamdia_meesi	1	1	2	2
Gladioglanis_machadoi	1	1	2	2
Potamarius_grandoculis	?	1	?	2
Astroblepus_festae_sp._2_(Mo_1991)	1	1	2	2
Rhinodoras_sp._(Vigliotta_2008)	1	1	2	2
Cephalocassis_melanochir	1	1	2	2
Scopelarchus_analis	1	1	2	2
Lophiobagrus_aquilus	1	1	2	2
Synodontis_nigrita	1	1	2	2
Allothrissops_sp._(Arratia_1999)	1	1	2	2
Pseudobunocephalus_bifidus	1	?	2	?
Synodontis_contracta	1	1	2	2
Zaireichthys_rhodesiensis	1	1	2	2
Misgurnus_anguillicaudatus	1	1	2	2
Triacanthodidae	1	1	1	1
Sturisoma_lyra	1	1	2	2
Porochilus_meraukensis	?	1	?	2
Sudis_atrox	1	1	2	2
Pinirampus_pirinampu	1	1	2	2
Atherinomorus_stipes	?	1	?	2
Trichomycterus_taenia	1	1	2	2
Formosania_lacustre	1	1	2	2
Melamphaes_suborbitalis	1	1	2	2
Schilbe_intermedius	1	1	2	2
Xenocharax_spilurus	1	1	2	1
Neoarius_utarus	1	1	2	2
Triplophysa_stoliczkai	1	1	2	2
Austroglanis_sp._(de_Pinna_1993)	?	1	?	2
Platysilurus_mucosus	?	1	?	2
Arius_manillensis	1	1	2	2
Triportheus_albus	1	1	2	2
Luisichthys_vinalesensis	1	1	2	2
Cephalosilurus_apurensis	1	1	2	2
Chrysichthys_sp._1_(de_Pinna_1993)	?	1	?	2
Leptodoras_sp._(Friel_1994)	1	?	2	?
Osmeridae	1	?	2	?
Zeugopterus_regius	1	?	2	?
Hypoptopoma_joberti	1	1	2	2
Goeldiella_eques	1	1	2	2
Auchenipterus_dentatus	1	1	2	2
Pachythrissops_sp._(Arratia_1999)	1	1	2	2
Arius_maculatus	?	1	?	2
Parazen	?	1	?	2
Tandanus_tandanus	1	1	2	2
Oryzias_sinensis	1	1	2	2
Velifer	?	1	?	2
Schistura_breviceps	1	1	2	2
Neoarius_velutinus	1	1	2	2
Elassoma_zonatum	?	1	?	2
Pterodoras_sp._(Kailola_2004)	1	1	2	2
Sperata_aor	1	1	2	2
Hiodon_alosoides	1	1	2	1
Bunocephalus_sp._(Mo_1991)	1	1	2	2
Synodontis_pleurops	1	1	2	2
Plectrypops_lima	1	1	2	2
Crossoloricaria_sp._(Armbruster_2004)	1	1	2	2
Zeus_faber	1	1	2	2
Mochokiella_paynei	1	1	2	2
Teleostei	1	1	2	2
Acestrorhynchus_falcatus	1	1	2	2
Lebiasina_provenzanoi	1	?	2	?
Pangio_anguillaris	1	1	2	2
Gilbertolus_maracaiboensis	1	?	2	?
Trichomycterus_rivulatus	1	1	2	2
Rita_chrysea	1	1	2	2
Cynopotamus_argenteus	1	1	2	2
Tricuspidalestes_caeruleus	1	1	2	2
Bunocephalus_verrucosus	1	?	2	?
Phractura_ansorgii	1	1	2	2
Bunocephalus_cf._knerii_(Friel_1994)	1	?	2	?
Bagre_bagre	1	1	2	2
Trachyglanis_sp._(de_Pinna_1993)	?	1	?	2
Oryzias_nebulosus	1	1	2	2
Remora_remora	1	1	2	2
Aulopus_filamentosus	1	1	2	2
Synodus_scituliceps	1	1	2	2
Orinocodoras_eigenmanni	1	?	2	?
Hemibagrus_macropterus	1	1	2	2
Amphilius_cryptobullatus	1	1	2	2
Glyptothorax_laosensis	1	?	2	?
Hyalobagrus_ornatus	1	1	2	2
Bagrus_ubangensis	1	1	2	2
Leiocassis_saravacensis	1	1	2	2
Leiocassis_micropogon	1	1	2	2
Bunocephalus_n._sp._5_(Friel_1994)	1	?	2	?
Oryzias_bonneorum	1	1	2	2
Mystus_malabaricus	1	1	2	2
Ageneiosus_ucayalensis	1	1	2	2
Elops_hawaiensis	1	1	2	1
Neosilurus_sp._1_(de_Pinna_1993)	?	1	?	2
Aspistor_hardenbergi	1	1	2	2
Pimelodella_altipinnis	?	1	?	2
Neosilurus_equinus	?	1	?	2
Lepomis_marginatus	?	1	?	2
Hydrolycus_wallacei	1	1	2	2
Adrianichthys_poptae	1	1	2	2
Merluccius_bilinearis	?	1	?	2
Chionodraco_hamatus	1	1	2	2
Scopaeocharax_atopodus	?	1	?	2
Rhamdiopsis_moreirai	1	1	2	2
Doumea_chappuisi	?	1	?	2
Chaenodraco_wilsoni	1	1	2	2
Arius_arius	1	1	2	2
Remora_australis	1	1	2	2
Hemibagrus_sabanus	1	1	2	2
Pseudobagarius_pseudobagarius	1	1	2	2
Neoscopelus	?	1	?	2
Synodontis_longirostris	1	1	2	2
Pseudomystus_siamensis	1	1	2	2
Synodontis_rebeli	1	1	2	2
Tatia_galaxias	1	1	2	2
Parauchenoglanis_monkei	1	1	2	1
Adrianichthys_oophorus	1	1	2	2
Arius_madagascariensis	?	1	?	2
Domeykos_profetaesis	1	1	2	2
Chionobathyscus_dewitti	1	1	2	2
Amblyceps_laticeps	1	?	2	?
Corydoras_osteocarus	1	1	2	2
Acrochordonichthys_sp._(de_Pinna_1993)	?	1	?	2
Heterobranchus_isopterus	?	1	?	2
Chrysichthys_maurus	1	1	2	2
Triportheus_nematurus	1	?	2	?
Clarias_sp._(Fink_and_Fink_1981)	1	1	2	1
Oryzias_hubbsi	1	1	2	2
Decapogon_sp._(Schaefer_1987)	1	?	2	?
Glyptothorax_platypogon	1	1	2	2
Misgurnus_fossilis	1	1	2	2
Bunocephalus_coracoideus	1	1	2	2
Bagrichthys_hypselopterus	1	1	2	2
Engraulis_ringens	1	1	2	2
Nemacheilus_savona	1	1	2	2
Pseudomystus_inornatus	1	1	2	2
Bathypterois_viridensis	1	1	2	2
Genus_12_sp._(Bockmann_1998)	1	1	2	2
Melichthys_niger	?	1	?	2
Pangasius_sp._(de_Pinna_1993)	?	1	?	2
Bagrus_bajad	1	1	2	2
Clariallabes_petricola	?	1	?	2
Petrotyx_sanguineus	?	1	?	2
Silurus_soldatovi	1	?	2	?
Oryzias_matanensis	1	1	2	2
Notoscopelus_resplendens	1	1	2	2
Oryzias_sarasinorum	1	1	2	2
Pseudobunocephalus_rugosus	1	?	2	?
Clarias_meladerma	?	1	?	2
Scopeloberyx_robustus	?	1	?	2
Pseudolabrus_crassilabris	1	1	2	2
Echeneis_naucrates	1	1	2	2
Bathypterois_pectinatus	1	1	2	2
Zaireichthys_sp._A_(Vigliotta_2008)	1	1	2	2
Oryzias_latipes	1	1	2	2
Bathytyphlops_marionae	1	1	2	2
Mystus_leucophasis	1	1	2	2
Sargocentron_punctatissimum	1	1	2	2
Protoclupea_atacamensis	1	1	2	2
Megalodoras_uranoscopus	1	1	2	2
Lepidorhombus_boscii	1	1	2	2
Hypophthalmus_longifilis	1	1	2	2
Clarotes_laticeps	1	1	2	2
Cochlefelis_danielsi	1	1	2	2
Conta_conta	1	1	2	2
Chalceus_erythrurus	1	1	2	2
Microglanis_sp._(de_Pinna_1993)	?	1	?	2
Parauchenoglanis_ahli	1	1	2	2
Notoglanidium_thomasi	1	1	2	2
Phyllonemus_filinemus	1	1	2	2
Amarginops_platus	1	1	2	2
Oryzias_minutillus	1	1	2	2
Corydoras_septentrionalis	1	1	2	2
Acentronichthys_sp._n._B_(Bockmann_1998)	1	1	2	2
Pseudomystus_stenomus	1	1	2	2
Crossoloricaria_venezuelae	1	1	2	2
Pelteobagrus_eupogon	1	1	2	2
Liobagrus_formosanus	1	?	2	?
Pseudomystus_breviceps	1	1	2	2
Lestidiops_affinis	1	1	2	2
Parauchenoglanis_loennbergi	1	1	2	2
Pseudolaguvia_tuberculata	1	1	2	2
Astroblepus_festae	1	1	2	2
Scoloplacidae	1	1	2	2
Sisor_rabdophorus	1	1	2	2
Plotosus_anguillaris	1	1	2	2
Bunocephalus_sp._(Friel_1994)	1	?	2	?
Chrysichthys_sp._2_(de_Pinna_1993)	?	1	?	2
Cetopsis_plumbea	1	1	2	2
Synodontis_flavitaeniata	?	1	?	2
Phreatobius_sp._1_(de_Pinna_1993)	?	1	?	2
Arius_arenarius	1	1	2	2
Roestes_sp._(Lucena_and_Menezes_1998)	1	?	2	?
Lepidorhombus_whiffiagonis	?	1	?	2
Astroblepus_festae_sp._1_(Mo_1991)	1	1	2	2
Gogangra_viridescens	1	1	2	2
Ernstichthys_intonsus	1	?	2	?
Chandramara_chandramara	1	1	2	2
Tandanus_bostocki	?	1	?	2
Proeutropiichthys_taakree	1	1	2	2
Neosilurus_brevidorsalis	?	1	?	2
Corydoras_paleatus	1	?	2	?
Rhabdalestes_rhodesiensis	1	1	2	2
Panaque_sp._(Friel_1994)	1	?	2	?
Pseudeutropius_atherinoides	1	1	2	2
Sargocentron_vexillarium	?	1	?	2
Leiocassis_poecilopterus	1	1	2	2
Encheloclarias_tapeinopterus	?	1	?	2
Anaethalion_knorri	1	1	2	2
Olyra_kempi	1	1	2	2
Pseudobagrus_brevianalis	1	1	2	2
Oryzias_profundicola	1	1	2	2
Exostoma_sp._(de_Pinna_1996)	1	?	2	?
Astyanax	1	?	2	?
Megalonema_sp._(de_Pinna_1993)	?	1	?	2
Synodontis_unicolor	1	1	2	2
Hexanematichthys_sagor	1	1	2	2
Acrochordonichthys_rugosus	1	1	2	2
Genidens_genidens	1	1	2	2
Hydrocynus_cf._brevis_(Zanata_and_Vari_2005)	1	1	2	2
Porochilus_rendahli	?	1	?	2
Mochokus_niloticus	1	1	2	2
Brustiarius_nox	1	1	2	2
Brachyplatystoma_vaillantii	?	1	?	2
Remora_brachyptera	1	1	2	2
Orthrias_panthera	1	1	2	2
Silurus_meridionalis	1	?	2	?
Neosilurus_ater	?	1	?	2
Anodontiglanis_dahli	?	1	?	2
Platystomatichthys_sturio	1	1	2	2
Ictalurus_sp._(Mo_1991)	1	1	2	2
Euchiloglanis_davidi	1	1	2	2
Ailiichthys_punctata	1	1	2	2
Thrissops_cephalus	1	1	2	2
Scophthalmus_rhombus	?	1	?	2
Pangasianodon_gigas	1	1	2	2
Agamyxis_albomaculatus	1	1	2	2
Hemibagrus_planiceps	1	1	2	2
Hemibagrus_guttatus	1	1	2	2
Oryzias_haugiangensis	1	1	2	2
Scophthalmus_aquosus	1	1	2	2
Pangasius_nasutus	?	1	?	2
Coryphaena_equiselis	1	1	2	2
Barbatula_barbatula	1	1	2	2
Satan_eurystomus	1	1	2	2
Cathorops_liropus	?	1	?	2
Xyliphius_cf._lepturus_(Friel_1994)	1	?	2	?
Hygophum_macrochir	?	1	?	2
Acestrorhynchus_microlepis	1	1	2	2
Clariallabes_longicauda	?	1	?	2
Rhamdia_laticauda	1	1	2	2
Leptorhamdia_sp._(Bockmann_1998)	1	1	2	2
Cetopsidae_sp._(de_Pinna_1993)	?	1	?	2
Sciades_guatemalensis	?	1	?	2
